ts; dow; hod;default broker_mwh; default broker_price ;CrocodileAgent_mwh; CrocodileAgent_price ;Bunnie_mwh; Bunnie_price 
633; 4; 9;[-3.0066; 37.6639];[5.7292; -37.4606];[46.8192; -39.2469]
634; 4; 10;[-3.6924; 51.4657];[1.1690; -31.6667];[3.5693; -32.0054]
635; 4; 11;[-3.1891; 32.5963];[4.5341; -31.8227];[46.0175; -35.5753]
636; 4; 12;[-2.3229; 37.4400];[4.8071; -36.3448];[46.9709; -40.6384]
637; 4; 13;[-1.9720; 38.7984];[2.2275; -23.4496];[43.0154; -42.0465]
638; 4; 14;[-2.5714; 38.9945];[2.2256; -23.3426];[44.9039; -43.4661]
639; 4; 15;[-1.8319; 38.8220];[2.0989; -25.6729];[48.9700; -40.6369]
640; 4; 16;[-1.1066; 38.6192];[2.8939; -24.9211];[52.1809; -42.1630]
641; 4; 17;[-0.2428; 38.7316];[1.9666; -23.5842];[53.8324; -42.2712]
642; 4; 18;[-0.1239; 34.8850];[4.2001; -31.5248];[49.9798; -38.0366]
643; 4; 19;[-0.1532; 38.9114];[2.3642; -36.3259];[43.1457; -41.9498]
644; 4; 20;[-0.0922; 37.5917];[2.6557; -36.6405];[42.2978; -43.2091]
645; 4; 21;[-0.1790; 31.7978];[2.2334; -35.1336];[44.9714; -35.4213]
646; 4; 22;[-0.2218; 36.0969];[1.9033; -36.6759];[39.8330; -45.4273]
647; 4; 23;[-0.1759; 29.9931];[2.4616; -26.2995];[37.1682; -32.1806]
648; 5; 0;[-0.1784; 28.0773];[2.2219; -26.5034];[53.8691; -29.5592]
649; 5; 1;[-0.1996; 27.9292];[1.6184; -26.4879];[44.8261; -27.9182]
650; 5; 2;[-0.1628; 28.9727];[1.4361; -31.3154];[50.2032; -33.2845]
651; 5; 3;[-0.1747; 28.1468];[1.5903; -29.6807];[54.6090; -29.9360]
652; 5; 4;[-0.1945; 32.3524];[1.9917; -31.6216];[48.7026; -33.6677]
653; 5; 5;[-0.1841; 31.0006];[2.0239; -32.2912];[60.4853; -35.2847]
654; 5; 6;[-0.3314; 31.7949];[2.3516; -32.2500];[53.3662; -35.1232]
655; 5; 7;[-1.0589; 32.1478];[0.6754; -20.2911];[55.6884; -36.7660]
656; 5; 8;[-1.9928; 33.1901];[1.2089; -33.1420];[67.4008; -38.0967]
657; 5; 9;[-2.4326; 37.7899];[1.2919; -37.6756];[4.7021; -31.2096]
658; 5; 10;[-3.0949; 38.0668];[0.6263; -30.0328];[19.3130; -36.4863]
659; 5; 11;[-3.1958; 52.2338];[0.0000; 0.0000];[8.2697; -31.9072]
660; 5; 12;[-2.6422; 38.6251];[0.5903; -25.2539];[42.8739; -39.8552]
661; 5; 13;[-2.2198; 39.2088];[0.0000; 0.0000];[49.9586; -41.9263]
662; 5; 14;[-0.9157; 37.6106];[4.0773; -14.1443];[48.5093; -41.2170]
663; 5; 15;[-1.4600; 38.4681];[3.9590; -16.4126];[44.6147; -37.5111]
664; 5; 16;[-0.9662; 40.2241];[4.1590; -21.2652];[50.5062; -43.1665]
665; 5; 17;[-0.3026; 38.8239];[3.6742; -17.6779];[48.3484; -42.5664]
666; 5; 18;[-0.2188; 37.9919];[3.2661; -24.2886];[43.1339; -43.2820]
667; 5; 19;[-0.2130; 40.5770];[2.5510; -20.5079];[48.7233; -40.5262]
668; 5; 20;[-0.1735; 44.3770];[3.1606; -8.1206];[43.4325; -44.8753]
669; 5; 21;[-0.1890; 39.0539];[3.4418; -14.2596];[41.9351; -42.2905]
670; 5; 22;[-0.2056; 34.3604];[3.4511; -14.0101];[43.8732; -32.2807]
671; 5; 23;[-0.2011; 34.7936];[3.5628; -15.3477];[34.7535; -37.7014]
672; 6; 0;[-0.2379; 29.2124];[3.4610; -14.8664];[37.1437; -31.0178]
673; 6; 1;[-0.1861; 28.3050];[3.2485; -27.5800];[44.8124; -27.8494]
674; 6; 2;[-0.1776; 31.8709];[6.1470; -11.4706];[45.4266; -29.0783]
675; 6; 3;[-0.1259; 36.8870];[5.8317; -14.7851];[47.2746; -33.1848]
676; 6; 4;[-0.1206; 32.3359];[7.6686; -22.7156];[53.6426; -29.2184]
677; 6; 5;[-0.1178; 31.1442];[7.7905; -14.5750];[50.3004; -29.4106]
678; 6; 6;[-0.2176; 33.6992];[9.7285; -22.6412];[53.2798; -36.7949]
679; 6; 7;[-0.7368; 32.6242];[8.7651; -27.3708];[56.3129; -36.0955]
680; 6; 8;[-1.5292; 32.9201];[7.4518; -24.5176];[57.7899; -38.2028]
681; 6; 9;[-1.8507; 37.4624];[7.5894; -19.1168];[49.2909; -40.5702]
682; 6; 10;[-2.2112; 37.6709];[7.0518; -19.8667];[42.3366; -41.4529]
683; 6; 11;[-2.6642; 33.0693];[8.8616; -26.7553];[45.9658; -37.5226]
684; 6; 12;[-2.5283; 32.8462];[9.7445; -29.0867];[41.4087; -34.6455]
685; 6; 13;[-2.3514; 32.9373];[10.4947; -28.9546];[41.4222; -34.9612]
686; 6; 14;[-1.5803; 39.1040];[9.6269; -21.6837];[54.9042; -41.8107]
687; 6; 15;[-1.0947; 31.7460];[15.4519; -15.8605];[49.3546; -38.1242]
688; 6; 16;[-0.6785; 37.4587];[15.6338; -24.3349];[48.7321; -41.3593]
689; 6; 17;[-0.4334; 33.6385];[14.1166; -24.5753];[37.9347; -37.0240]
690; 6; 18;[-0.0433; 32.3755];[13.7045; -34.0993];[36.1826; -38.4020]
691; 6; 19;[-0.1818; 37.4537];[12.6207; -29.3961];[37.0348; -44.1217]
692; 6; 20;[-0.1270; 32.6085];[12.5393; -34.4367];[41.5459; -36.8870]
693; 6; 21;[-0.1348; 30.2521];[11.4621; -28.7462];[35.3311; -29.6408]
694; 6; 22;[-0.2106; 32.2553];[10.7828; -31.6245];[31.2628; -34.0133]
695; 6; 23;[-0.1961; 30.1248];[11.9524; -24.0619];[33.5278; -29.8549]
696; 7; 0;[-0.1871; 25.3922];[11.5029; -21.0551];[37.6870; -22.3896]
697; 7; 1;[-0.0983; 26.3263];[11.3920; -20.6126];[39.8283; -21.6476]
698; 7; 2;[-0.0911; 21.2631];[18.5011; -21.2555];[45.6467; -19.0927]
699; 7; 3;[-0.1833; 30.8187];[18.4279; -27.6443];[38.6446; -32.5886]
700; 7; 4;[-0.0925; 28.4261];[20.4970; -26.6454];[37.8462; -29.1640]
701; 7; 5;[-0.0878; 27.6887];[19.8253; -25.8585];[37.6465; -30.2374]
702; 7; 6;[-0.3194; 29.4537];[21.9890; -27.3681];[35.5750; -30.0663]
703; 7; 7;[-1.1916; 32.2100];[21.4619; -32.7872];[50.0794; -36.0253]
704; 7; 8;[-2.0644; 36.9965];[17.1302; -32.2639];[40.1945; -39.6689]
705; 7; 9;[-2.7373; 37.1820];[17.7137; -31.5704];[39.0931; -39.9403]
706; 7; 10;[-2.2199; 32.3392];[21.1399; -31.0970];[40.4031; -36.1975]
707; 7; 11;[-3.2209; 32.1570];[22.2855; -30.8249];[35.2968; -36.5311]
708; 7; 12;[-3.1586; 30.6814];[23.9909; -25.1296];[35.3084; -30.5163]
709; 7; 13;[-2.3607; 50.5257];[0.0000; 0.0000];[4.8422; -34.0779]
710; 7; 14;[-2.2625; 31.9489];[31.6912; -30.2184];[32.0282; -35.9113]
711; 7; 15;[-1.8255; 37.8598];[27.3706; -34.7642];[31.2189; -38.6397]
712; 7; 16;[-1.4093; 39.3173];[27.3185; -32.4835];[32.3543; -43.7863]
713; 7; 17;[-0.3159; 38.6122];[15.3779; -19.4694];[33.7987; -45.7651]
714; 7; 18;[-0.1582; 42.8172];[23.7443; -28.0192];[34.0301; -35.2447]
715; 7; 19;[-0.1537; 35.1160];[20.4358; -32.4732];[30.5512; -39.1633]
716; 7; 20;[-0.1748; 37.6414];[19.9543; -30.9862];[27.2451; -35.6386]
717; 7; 21;[-0.1751; 48.5265];[18.4290; -33.7132];[28.8514; -41.6802]
718; 7; 22;[-0.1821; 34.6979];[20.3598; -26.7603];[32.1448; -28.4130]
719; 7; 23;[-0.1891; 36.8801];[21.0224; -25.9735];[27.9725; -28.8268]
720; 1; 0;[-0.1815; 37.4579];[25.4531; -26.7398];[42.5923; -28.8474]
721; 1; 1;[-0.1742; 34.6930];[25.4026; -25.3638];[27.7738; -26.6965]
722; 1; 2;[-0.1936; 32.9105];[23.8383; -25.9823];[34.2590; -26.6642]
723; 1; 3;[-0.1344; 31.6925];[27.5815; -25.5022];[37.6908; -27.4641]
724; 1; 4;[-0.1924; 36.8936];[32.5371; -31.0839];[34.7505; -34.8078]
725; 1; 5;[-0.2037; 39.4810];[34.8653; -31.4733];[28.9582; -34.0604]
726; 1; 6;[-0.2553; 31.3789];[41.8151; -31.2562];[32.3346; -34.0255]
727; 1; 7;[-0.7256; 32.4564];[38.7799; -35.6830];[31.4253; -36.7548]
728; 1; 8;[-0.9264; 32.4964];[53.4419; -37.7929];[39.0465; -36.4916]
729; 1; 9;[-2.3260; 50.8512];[2.6598; -29.5544];[6.7582; -30.3056]
730; 1; 10;[-1.9097; 37.6565];[13.4015; -25.6527];[27.5175; -43.3210]
731; 1; 11;[-2.0524; 38.1839];[53.2906; -36.6412];[27.8706; -39.3789]
732; 1; 12;[-2.1680; 38.7292];[38.9075; -35.9577];[25.7587; -41.4181]
733; 1; 13;[-2.0902; 32.4326];[35.9423; -34.5529];[28.9095; -34.1534]
734; 1; 14;[-1.6129; 38.4082];[14.4731; -20.8026];[30.8159; -44.0984]
735; 1; 15;[-1.7197; 51.3830];[13.9964; -9.6721];[32.1855; -40.4024]
736; 1; 16;[-0.7956; 38.1210];[20.6343; -29.7917];[31.4856; -41.3286]
737; 1; 17;[-0.1561; 33.6493];[34.8564; -30.9178];[39.9056; -33.9555]
738; 1; 18;[-0.1863; 49.4447];[30.6995; -35.4362];[32.3234; -41.6830]
739; 1; 19;[-0.2182; 47.7934];[19.0080; -34.8413];[27.8677; -41.6060]
740; 1; 20;[-0.1529; 39.1370];[18.1643; -30.2762];[30.4656; -40.8134]
741; 1; 21;[-0.1259; 47.0478];[16.6740; -34.9881];[29.6989; -43.8684]
742; 1; 22;[-0.1284; 40.5310];[16.3555; -31.7713];[29.5998; -37.1445]
743; 1; 23;[-0.1271; 37.9263];[16.9526; -30.6715];[24.5181; -37.5954]
744; 2; 0;[-0.1503; 36.1976];[17.6654; -25.3619];[35.5129; -29.8043]
745; 2; 1;[-0.1150; 37.9199];[18.2613; -24.8815];[34.4545; -29.6765]
746; 2; 2;[-0.0743; 36.5043];[18.2884; -25.1969];[31.9725; -28.8427]
747; 2; 3;[-0.1480; 32.3227];[18.0064; -31.2158];[37.2735; -33.5638]
748; 2; 4;[-0.1539; 32.4738];[18.2531; -31.6524];[37.1583; -32.7713]
749; 2; 5;[-0.1314; 37.5234];[19.1927; -30.3711];[41.5995; -33.9215]
750; 2; 6;[-0.2289; 46.3319];[2.5029; -31.6667];[44.4445; -36.4545]
751; 2; 7;[-0.5608; 32.4495];[22.9418; -31.0757];[41.7338; -34.1042]
752; 2; 8;[-0.8845; 51.0136];[7.4195; -31.6667];[14.7818; -31.7901]
753; 2; 9;[-1.3425; 37.3822];[21.2110; -36.7945];[37.1062; -36.6266]
754; 2; 10;[-2.0158; 37.3258];[15.8197; -37.3258];[21.2822; -33.3177]
755; 2; 11;[-1.4577; 50.3701];[1.2844; -31.6667];[12.7262; -27.5712]
756; 2; 12;[-1.6162; 37.8364];[7.6558; -13.6523];[37.8264; -39.0840]
757; 2; 13;[-1.2522; 50.6967];[0.4680; -31.6667];[35.8582; -33.2670]
758; 2; 14;[-1.1264; 62.9087];[10.5591; -5.4141];[38.5180; -20.0207]
759; 2; 15;[-1.3614; 38.3861];[7.8917; -15.6948];[37.1582; -40.1900]
760; 2; 16;[-0.7038; 43.9772];[11.1798; -3.1629];[39.4834; -14.3412]
761; 2; 17;[-0.1485; 40.6334];[7.6236; -1.4778];[37.2696; -36.8268]
762; 2; 18;[-0.2271; 75.0911];[7.4119; -20.8899];[38.3847; -31.2221]
763; 2; 19;[-0.1981; 43.7746];[8.3127; -6.1224];[34.7464; -37.9795]
764; 2; 20;[-0.2032; 52.4575];[8.0259; -5.1675];[36.8647; -33.7511]
765; 2; 21;[-0.1455; 46.4171];[8.7645; -14.2294];[31.1114; -38.9587]
766; 2; 22;[-0.1409; 45.9775];[6.3901; -16.4397];[31.1059; -40.9571]
767; 2; 23;[-0.1529; 50.8579];[7.4027; -6.5486];[31.4290; -36.6528]
768; 3; 0;[-0.0777; 38.8424];[8.1366; -25.7038];[35.7650; -30.0264]
769; 3; 1;[-0.1239; 52.4772];[6.7805; -30.3738];[34.9459; -21.9907]
770; 3; 2;[-0.1416; 39.6619];[10.6735; -26.4015];[33.8148; -29.2996]
771; 3; 3;[-0.1546; 36.4673];[12.5066; -26.0126];[34.6558; -30.1830]
772; 3; 4;[-0.1600; 38.5649];[15.0720; -29.8467];[36.3962; -34.1281]
773; 3; 5;[-0.0826; 37.2861];[13.2918; -31.3786];[41.6783; -34.2496]
774; 3; 6;[-0.2244; 37.4274];[5.5202; -36.7754];[35.7755; -32.2532]
775; 3; 7;[-0.9488; 38.1798];[12.5498; -36.6640];[42.7210; -33.5197]
776; 3; 8;[-1.6914; 51.7624];[3.4100; -31.6667];[27.3441; -33.1399]
777; 3; 9;[-2.6358; 37.5054];[4.7551; -35.7253];[36.9718; -32.3836]
778; 3; 10;[-2.5038; 37.8051];[9.3080; -35.6900];[44.3059; -34.0525]
779; 3; 11;[-3.1507; 37.9676];[2.8436; -31.1311];[41.0673; -28.8933]
780; 3; 12;[-2.4774; 38.4456];[3.4704; -25.8296];[40.8924; -34.9598]
781; 3; 13;[-2.4701; 51.7977];[2.8154; -2.8923];[35.4857; -19.9112]
782; 3; 14;[-1.7947; 50.3629];[3.4750; -0.7328];[37.3654; -22.0469]
783; 3; 15;[-2.2456; 76.8297];[2.6660; -0.2080];[37.9963; -17.8891]
784; 3; 16;[-1.2976; 108.3160];[4.0100; -10.2807];[38.3599; -22.6176]
785; 3; 17;[-0.2339; 90.6049];[3.1616; -26.9764];[39.4917; -33.1883]
786; 3; 18;[-0.1513; 133.7921];[3.6293; -6.6092];[42.6110; -33.4930]
787; 3; 19;[-0.1503; 71.6984];[3.3753; -1.5529];[39.5307; -29.0198]
788; 3; 20;[-0.1885; 74.4476];[2.9513; -13.4852];[46.9759; -33.7919]
789; 3; 21;[-0.1843; 74.4170];[3.1241; -21.1939];[40.3024; -28.7396]
790; 3; 22;[-0.1748; 42.7163];[3.0287; -5.0136];[30.2276; -35.5497]
791; 3; 23;[-0.1967; 42.4475];[5.9300; -35.4066];[29.0235; -35.8345]
792; 4; 0;[-0.1809; 30.9762];[5.7488; -31.9801];[37.7844; -31.9417]
793; 4; 1;[-0.1773; 30.2482];[6.3940; -31.8191];[36.4983; -32.4666]
794; 4; 2;[-0.1287; 33.1422];[4.7669; -36.9437];[43.9310; -25.5257]
795; 4; 3;[-0.0900; 35.0166];[5.0182; -30.2715];[41.5338; -31.0891]
796; 4; 4;[-0.0889; 31.2915];[6.2727; -30.1167];[43.4026; -34.1042]
797; 4; 5;[-0.1013; 39.2026];[4.1780; -29.4234];[41.2248; -34.6932]
798; 4; 6;[-0.2983; 49.8585];[4.7546; -30.1642];[25.3841; -30.7230]
799; 4; 7;[-1.1028; 51.3284];[3.7770; -31.4782];[24.8428; -30.7421]
800; 4; 8;[-2.3710; 44.5294];[2.7120; -23.0996];[48.2103; -35.4500]
801; 4; 9;[-3.0987; 51.7608];[1.9867; -30.9142];[22.9051; -31.5398]
802; 4; 10;[-3.1142; 51.0846];[0.2938; -31.6667];[20.3156; -31.6548]
803; 4; 11;[-3.2866; 51.1790];[1.0447; -31.6667];[23.2916; -32.0879]
804; 4; 12;[-2.5739; 38.2507];[2.1618; -19.5066];[44.3837; -37.1119]
805; 4; 13;[-1.7179; 71.0474];[1.2107; -24.6998];[42.3107; -24.3910]
806; 4; 14;[-2.0181; 51.5197];[1.4750; -6.4493];[40.3722; -29.9424]
807; 4; 15;[-1.9447; 51.5294];[1.4560; -4.2730];[40.5656; -19.6228]
808; 4; 16;[-1.1364; 129.6426];[1.6301; -0.4318];[44.8989; -31.7675]
809; 4; 17;[-0.3138; 88.0014];[1.5745; -0.4189];[43.7344; -33.3610]
810; 4; 18;[-0.1783; 92.6890];[1.7413; -4.1193];[42.8609; -27.9188]
811; 4; 19;[-0.1977; 90.9056];[1.8589; -19.1174];[48.5083; -31.7639]
812; 4; 20;[-0.1520; 48.4079];[1.6725; -0.3590];[47.3459; -29.4192]
813; 4; 21;[-0.2051; 52.0733];[1.6868; -3.9341];[41.9879; -26.8579]
814; 4; 22;[-0.2425; 43.9915];[1.5940; -7.7088];[33.3501; -37.6435]
815; 4; 23;[-0.2011; 34.5683];[2.4260; -31.9468];[31.6634; -29.9767]
816; 5; 0;[-0.1907; 35.8016];[2.1649; -31.9897];[42.7950; -23.6138]
817; 5; 1;[-0.2170; 33.5371];[2.0905; -32.3844];[43.6434; -28.9879]
818; 5; 2;[-0.2187; 31.9595];[2.3160; -30.9688];[45.8124; -23.6027]
819; 5; 3;[-0.2150; 29.7761];[2.0681; -30.9305];[49.8677; -29.5563]
820; 5; 4;[-0.1183; 32.4756];[2.6205; -30.8723];[44.5798; -29.3599]
821; 5; 5;[-0.1179; 34.0763];[3.0168; -36.8910];[43.8174; -32.6308]
822; 5; 6;[-0.2954; 31.6674];[3.0314; -31.9752];[42.9015; -34.9693]
823; 5; 7;[-1.1842; 32.1476];[1.9273; -31.8312];[42.9173; -36.3148]
824; 5; 8;[-2.1923; 37.0247];[1.3245; -37.4914];[50.6861; -37.7627]
825; 5; 9;[-2.6629; 37.1464];[1.5227; -37.1566];[49.6779; -36.6836]
826; 5; 10;[-3.3136; 37.4717];[0.9096; -25.4784];[46.6043; -38.0264]
827; 5; 11;[-2.6350; 51.5083];[0.6114; -30.6153];[22.2757; -33.9785]
828; 5; 12;[-2.8981; 38.3733];[0.7922; -23.2786];[40.2619; -37.2236]
829; 5; 13;[-1.9408; 37.0361];[0.8832; -37.2655];[42.3546; -37.1182]
830; 5; 14;[-0.9565; 31.8255];[5.5677; -33.6326];[43.1895; -35.9682]
831; 5; 15;[-1.2804; 36.8895];[0.9588; -37.3093];[42.4036; -41.0618]
832; 5; 16;[-1.0521; 42.1276];[0.8169; -2.2430];[44.4650; -34.2822]
833; 5; 17;[-0.3524; 35.6959];[1.5966; -25.8494];[55.7279; -36.5998]
834; 5; 18;[-0.2356; 31.8458];[4.0476; -35.0631];[46.0810; -34.6745]
835; 5; 19;[-0.2287; 39.5523];[1.5264; -21.5001];[47.4291; -41.0455]
836; 5; 20;[-0.1675; 35.7683];[1.3429; -24.0205];[39.2887; -41.6279]
837; 5; 21;[-0.1828; 34.4333];[7.8877; -35.2014];[39.7030; -37.2075]
838; 5; 22;[-0.1593; 30.9262];[7.5912; -35.8174];[31.4832; -36.8272]
839; 5; 23;[-0.1720; 23.4198];[7.4718; -25.7849];[33.6964; -20.2748]
840; 6; 0;[-0.2019; 29.7248];[6.1456; -27.7342];[39.1174; -28.4833]
841; 6; 1;[-0.1545; 28.6907];[6.8593; -29.5289];[42.2082; -25.9550]
842; 6; 2;[-0.2047; 27.5971];[9.2595; -30.3728];[52.4393; -25.7430]
843; 6; 3;[-0.1612; 28.6223];[9.9124; -29.2771];[50.9244; -26.7281]
844; 6; 4;[-0.1821; 26.7384];[11.6885; -26.9826];[44.0233; -26.1192]
845; 6; 5;[-0.1646; 31.6353];[12.8531; -31.3736];[47.4036; -26.7481]
846; 6; 6;[-0.2614; 31.8762];[16.3191; -33.3445];[47.0387; -32.4371]
847; 6; 7;[-0.9505; 32.0796];[14.6857; -36.2442];[54.4950; -32.5177]
848; 6; 8;[-1.6884; 37.3354];[5.9755; -21.6805];[45.4176; -39.3833]
849; 6; 9;[-2.0899; 37.3115];[5.9181; -21.1603];[51.5811; -39.1822]
850; 6; 10;[-1.9065; 37.8696];[10.8816; -29.6211];[42.6197; -39.7964]
851; 6; 11;[-3.1235; 37.4540];[12.2323; -20.9199];[42.7939; -38.7364]
852; 6; 12;[-2.0297; 38.3311];[17.3249; -19.7635];[45.7758; -41.1473]
853; 6; 13;[-1.9910; 37.1976];[17.3098; -14.5425];[45.4665; -40.5942]
854; 6; 14;[-2.2862; 32.2736];[16.8542; -33.7272];[40.1468; -35.3488]
855; 6; 15;[-1.4222; 37.7490];[18.1745; -13.0363];[46.4398; -41.5269]
856; 6; 16;[-0.6678; 32.7417];[18.7510; -33.5867];[41.4042; -34.5974]
857; 6; 17;[-0.5068; 36.9852];[16.3711; -32.3087];[39.5455; -32.0425]
858; 6; 18;[-0.1281; 38.5578];[13.3975; -9.6355];[38.1812; -38.2565]
859; 6; 19;[-0.2520; 45.8981];[13.2373; -14.0839];[37.0512; -47.2959]
860; 6; 20;[-0.1929; 46.7245];[11.7359; -11.8919];[35.0738; -45.6554]
861; 6; 21;[-0.1917; 33.5899];[11.7130; -30.9912];[34.1949; -35.7287]
862; 6; 22;[-0.2529; 33.4577];[11.9802; -30.1339];[33.9150; -32.7225]
863; 6; 23;[-0.2503; 32.6659];[14.7192; -27.0062];[35.1995; -26.7760]
864; 7; 0;[-0.2378; 27.8033];[13.3396; -26.1793];[34.9690; -23.6712]
865; 7; 1;[-0.1657; 29.6726];[13.3327; -24.9514];[40.1516; -22.9285]
866; 7; 2;[-0.1433; 32.5248];[19.7036; -29.9709];[39.8023; -33.8722]
867; 7; 3;[-0.2236; 28.9031];[20.2198; -25.0655];[36.7614; -27.1370]
868; 7; 4;[-0.1567; 32.7101];[19.6185; -28.8040];[34.0694; -31.9185]
869; 7; 5;[-0.1593; 32.6557];[20.4679; -31.2100];[34.9607; -34.4886]
870; 7; 6;[-0.4162; 32.6964];[23.9964; -29.4792];[34.1062; -35.5283]
871; 7; 7;[-1.3123; 36.6273];[24.3646; -33.4793];[41.5687; -38.5919]
872; 7; 8;[-2.2268; 32.6538];[18.8999; -29.9265];[40.5536; -35.4602]
873; 7; 9;[-2.8912; 32.4465];[19.3147; -31.3305];[35.9405; -35.2075]
874; 7; 10;[-2.7072; 32.2000];[20.2746; -29.3873];[30.0640; -35.7314]
875; 7; 11;[-3.5722; 32.3009];[19.5896; -27.6271];[32.9234; -36.0822]
876; 7; 12;[-2.6947; 38.3127];[24.4067; -33.9932];[35.4978; -38.8488]
877; 7; 13;[-1.9919; 38.6921];[25.2557; -34.8159];[29.5927; -39.7916]
878; 7; 14;[-1.8138; 33.1040];[27.9163; -29.7690];[28.2669; -36.7365]
879; 7; 15;[-1.4914; 39.0194];[28.7655; -34.8238];[27.7193; -42.2234]
880; 7; 16;[-1.1300; 38.8565];[25.2916; -35.2482];[29.4971; -42.9958]
881; 7; 17;[-0.3617; 42.2837];[23.4853; -9.8138];[29.4813; -40.3472]
882; 7; 18;[-0.2149; 48.6489];[18.2741; -32.5925];[26.2566; -39.2085]
883; 7; 19;[-0.1945; 44.9980];[17.2523; -34.8746];[26.9442; -44.7794]
884; 7; 20;[-0.1649; 52.1897];[18.8010; -35.4540];[28.9242; -38.4753]
885; 7; 21;[-0.1730; 29.5867];[17.6093; -30.7021];[25.3886; -36.4151]
886; 7; 22;[-0.1791; 39.9178];[18.3028; -31.0570];[26.9280; -36.3817]
887; 7; 23;[-0.1577; 45.1712];[20.1571; -29.9435];[25.7490; -33.0340]
888; 1; 0;[-0.1657; 40.2112];[29.1995; -24.9218];[30.9315; -26.9299]
889; 1; 1;[-0.1556; 43.1058];[33.8335; -25.3495];[32.3399; -26.3888]
890; 1; 2;[-0.2228; 20.9594];[26.3548; -24.6438];[34.1948; -23.5194]
891; 1; 3;[-0.1853; 43.2182];[33.7529; -30.3969];[22.7888; -24.9890]
892; 1; 4;[-0.1282; 34.6271];[32.5073; -25.2235];[26.5897; -26.5516]
893; 1; 5;[-0.1347; 37.6536];[24.8993; -36.1792];[22.4502; -14.4973]
894; 1; 6;[-0.3105; 36.0049];[32.0840; -34.7361];[24.6821; -28.7376]
895; 1; 7;[-0.9437; 37.1679];[29.8838; -34.6430];[14.1171; -30.4778]
896; 1; 8;[-1.3930; 36.6726];[27.1840; -33.6367];[6.7808; -30.2355]
897; 1; 9;[-2.6141; 36.3066];[16.2660; -26.2145];[29.9557; -37.8211]
898; 1; 10;[-2.5288; 36.9081];[16.2117; -35.1894];[29.6167; -38.4954]
899; 1; 11;[-2.6944; 37.3888];[12.8473; -26.3882];[27.3348; -36.9976]
900; 1; 12;[-2.7957; 51.1500];[6.9366; -31.6667];[15.0770; -32.7088]
901; 1; 13;[-2.6259; 37.3516];[25.5910; -36.0067];[41.5846; -38.7569]
902; 1; 14;[-2.1531; 50.2997];[14.6784; -2.7798];[29.4504; -21.0643]
903; 1; 15;[-1.9513; 89.3072];[12.8431; -27.3606];[34.5227; -31.3145]
904; 1; 16;[-0.9969; 38.1224];[36.3211; -35.4068];[32.2380; -39.8234]
