ts; dow; hod;default broker_mwh; default broker_price ;CrocodileAgent_mwh; CrocodileAgent_price ;Bunnie_mwh; Bunnie_price 
1445; 3; 5;[-0.2273; 32.0675];[17.9205; -31.2900];[40.1174; -33.4032]
1446; 3; 6;[-0.4141; 37.3163];[15.2967; -37.7005];[10.5240; -31.2983]
1447; 3; 7;[-1.1846; 44.2565];[4.3257; -29.9592];[7.7150; -32.5762]
1448; 3; 8;[-2.0427; 51.4829];[3.8931; -30.4639];[7.7881; -32.8970]
1449; 3; 9;[-2.6591; 58.8652];[0.0000; 0.0000];[10.5200; -31.9345]
1450; 3; 10;[-3.0569; 45.1513];[1.7003; -31.6667];[16.0012; -30.8280]
1451; 3; 11;[-3.3774; 51.9981];[1.5303; -31.6667];[26.7528; -31.2443]
1452; 3; 12;[-3.1589; 52.0180];[2.4242; -9.4500];[36.4280; -31.8779]
1453; 3; 13;[-2.9944; 37.9209];[5.1685; -36.8561];[34.7123; -28.8844]
1454; 3; 14;[-2.3616; 52.0987];[4.1769; -13.7799];[37.5701; -31.5221]
1455; 3; 15;[-2.2392; 59.3239];[3.8095; -1.4600];[36.8506; -31.7464]
1456; 3; 16;[-1.2893; 51.9804];[3.6505; -15.4256];[39.9548; -29.9290]
1457; 3; 17;[-0.5114; 98.3265];[3.1903; -9.8116];[41.6762; -29.4557]
1458; 3; 18;[-0.3299; 95.7399];[3.5201; -14.2853];[37.0706; -33.1037]
1459; 3; 19;[-0.2814; 63.1117];[3.2479; -0.6727];[39.1889; -34.1573]
1460; 3; 20;[-0.2718; 61.5721];[2.1195; -2.6904];[36.8058; -33.9240]
1461; 3; 21;[-0.3334; 45.9966];[3.8865; -8.7756];[34.2528; -32.6962]
1462; 3; 22;[-0.3164; 46.0639];[4.4692; -10.8260];[35.7309; -33.5216]
1463; 3; 23;[-0.2785; 39.8338];[4.7570; -17.8196];[29.9962; -44.2172]
1464; 4; 0;[-0.2304; 33.7381];[7.6883; -32.5354];[47.6329; -27.8367]
1465; 4; 1;[-0.1814; 33.0302];[6.1925; -31.8205];[38.3492; -28.9751]
1466; 4; 2;[-0.1403; 38.7008];[5.1079; -36.6997];[42.8005; -27.5965]
1467; 4; 3;[-0.2445; 33.6563];[5.7664; -32.0801];[41.6912; -35.7713]
1468; 4; 4;[-0.2198; 38.5076];[6.2353; -37.1942];[40.2579; -27.1080]
1469; 4; 5;[-0.2113; 33.5757];[5.3911; -30.5833];[44.8008; -32.3327]
1470; 4; 6;[-0.3898; 37.5538];[5.6631; -36.9670];[42.2889; -33.9945]
1471; 4; 7;[-1.2703; 37.8420];[4.2529; -37.2734];[47.0670; -34.0038]
1472; 4; 8;[-2.3471; 38.0451];[3.9293; -37.5691];[36.4743; -33.1847]
1473; 4; 9;[-3.0153; 52.4547];[1.4169; -29.5751];[51.0465; -32.3216]
1474; 4; 10;[-3.4644; 52.5017];[1.3960; -25.5392];[47.2538; -19.8005]
1475; 4; 11;[-3.6070; 59.8633];[1.1232; -28.6765];[43.0921; -21.1148]
1476; 4; 12;[-3.5385; 61.5974];[1.3369; -15.6456];[39.2573; -18.4851]
1477; 4; 13;[-2.9450; 59.7730];[1.3968; -25.5027];[39.9104; -24.1358]
1478; 4; 14;[-2.7194; 59.7645];[1.7062; -27.8155];[43.9158; -26.8346]
1479; 4; 15;[-2.2292; 126.3356];[1.1832; -0.0793];[40.4263; -11.5849]
1480; 4; 16;[-1.2603; 106.9302];[1.8557; -4.3573];[40.9924; -12.9517]
1481; 4; 17;[-0.4316; 170.2103];[1.2584; -3.7974];[37.8902; -11.3115]
1482; 4; 18;[-0.2601; 215.8506];[1.3321; -1.6731];[41.4743; -1.4798]
1483; 4; 19;[-0.2321; 145.4442];[1.4328; -14.3611];[43.5444; -8.8185]
1484; 4; 20;[-0.1857; 112.7471];[1.5134; -2.1748];[36.7438; -6.3590]
1485; 4; 21;[-0.1609; 71.2539];[1.1975; -20.8188];[38.6094; -7.5358]
1486; 4; 22;[-0.2404; 52.1432];[1.2428; -22.1847];[37.3460; -26.8377]
1487; 4; 23;[-0.1570; 52.6473];[1.4260; -8.0147];[35.6324; -21.2206]
1488; 5; 0;[-0.1687; 51.8443];[1.6736; -14.5713];[42.8813; -12.8975]
1489; 5; 1;[-0.1871; 56.7753];[1.6132; -6.7293];[59.5192; -6.0876]
1490; 5; 2;[-0.2353; 42.1775];[2.2805; -36.8194];[47.7548; -6.5989]
1491; 5; 3;[-0.2091; 36.3395];[2.0230; -31.9925];[43.1656; -24.3238]
1492; 5; 4;[-0.1433; 36.0148];[2.4278; -31.4336];[41.6279; -19.8908]
1493; 5; 5;[-0.1736; 47.7864];[1.8896; -37.8315];[47.3589; -32.9375]
1494; 5; 6;[-0.3933; 46.2881];[1.2868; -31.6667];[49.3778; -33.6416]
1495; 5; 7;[-1.1402; 45.5829];[1.1581; -31.6667];[35.1880; -33.2312]
1496; 5; 8;[-2.0998; 37.9649];[1.5276; -37.9365];[31.6647; -33.5098]
1497; 5; 9;[-2.7274; 52.7394];[0.6614; -29.4567];[22.4576; -33.6993]
1498; 5; 10;[-3.2114; 52.7149];[0.6171; -30.0328];[25.0486; -34.1864]
1499; 5; 11;[-3.3315; 37.7816];[0.9952; -37.8387];[55.6203; -36.1542]
1500; 5; 12;[-3.4591; 38.9072];[0.4966; -31.6667];[25.1007; -35.5941]
1501; 5; 13;[-2.5510; 52.5757];[0.0000; 0.0000];[18.1908; -34.9183]
1502; 5; 14;[-0.9908; 53.3413];[6.1133; -31.6667];[42.0770; -33.5155]
1503; 5; 15;[-1.4844; 52.8672];[0.0000; 0.0000];[34.2945; -35.0465]
1504; 5; 16;[-0.8596; 40.9126];[7.3142; -14.9511];[44.2663; -40.1475]
1505; 5; 17;[-0.3595; 44.3436];[5.9930; -0.8338];[40.0129; -37.5757]
1506; 5; 18;[-0.2008; 49.7135];[4.4205; -15.5563];[37.3103; -38.6709]
1507; 5; 19;[-0.2207; 43.6234];[3.9515; -11.1284];[41.9635; -42.4227]
1508; 5; 20;[-0.1968; 45.0069];[1.5063; -15.4172];[37.0923; -44.9383]
1509; 5; 21;[-0.2159; 38.6517];[7.8276; -34.4965];[36.1753; -38.1723]
1510; 5; 22;[-0.2020; 46.1657];[1.8004; -14.6412];[31.8188; -46.1801]
1511; 5; 23;[-0.2043; 35.7240];[8.2613; -31.3057];[35.2486; -31.0101]
1512; 6; 0;[-0.1817; 38.6464];[8.3348; -34.4411];[43.2756; -33.5112]
1513; 6; 1;[-0.1813; 36.5726];[9.1408; -29.4817];[59.7708; -29.4869]
1514; 6; 2;[-0.1481; 36.8480];[2.7642; -25.8555];[48.9681; -32.7659]
1515; 6; 3;[-0.1732; 36.3098];[10.4049; -31.3413];[48.4910; -29.0017]
1516; 6; 4;[-0.1553; 34.7466];[11.0080; -29.3869];[45.8038; -29.6963]
1517; 6; 5;[-0.1590; 38.5066];[12.1413; -33.1730];[41.9698; -35.1974]
1518; 6; 6;[-0.3404; 37.9937];[7.8286; -21.6355];[44.9905; -35.5721]
1519; 6; 7;[-1.1336; 37.6794];[0.9921; -34.1849];[41.5100; -37.6135]
1520; 6; 8;[-2.0179; 33.7655];[7.0057; -17.0293];[43.7618; -34.9397]
1521; 6; 9;[-2.5216; 45.3902];[0.0885; -31.6667];[41.3136; -39.0391]
1522; 6; 10;[-2.8841; 37.7925];[0.6955; -31.0639];[32.3381; -35.2663]
1523; 6; 11;[-2.6469; 38.2398];[12.9102; -13.9810];[48.5693; -37.2503]
1524; 6; 12;[-3.3680; 52.3874];[10.2212; -31.6667];[45.3776; -32.9379]
1525; 6; 13;[-1.9087; 52.1260];[9.7811; -14.0312];[50.7877; -32.2441]
1526; 6; 14;[-1.2159; 51.5386];[12.2128; -14.2933];[40.5464; -30.8362]
1527; 6; 15;[-0.8926; 54.6160];[14.2023; -20.0770];[37.1200; -33.4264]
1528; 6; 16;[-0.3630; 66.1509];[11.1790; -7.7798];[42.6401; -30.9396]
1529; 6; 17;[-0.3114; 59.6148];[11.8738; -3.6777];[41.2357; -33.2066]
1530; 6; 18;[-0.0579; 37.8209];[10.6692; -5.5301];[38.9930; -36.5931]
1531; 6; 19;[-0.1515; 37.9064];[9.5829; -28.4819];[35.8444; -42.1763]
1532; 6; 20;[-0.1729; 39.5101];[9.4972; -5.0456];[28.5035; -27.0509]
1533; 6; 21;[-0.1566; 35.4661];[10.1889; -30.2840];[26.6684; -39.8518]
1534; 6; 22;[-0.1772; 32.1112];[16.6809; -23.9241];[29.1341; -36.0945]
1535; 6; 23;[-0.1740; 35.6603];[19.3392; -20.6386];[30.0511; -26.9633]
1536; 7; 0;[-0.1741; 32.0743];[19.9403; -28.5504];[39.2963; -27.4790]
1537; 7; 1;[-0.1556; 30.1807];[19.9221; -27.6487];[49.7991; -26.4144]
1538; 7; 2;[-0.1904; 32.7786];[25.0443; -28.0569];[39.3658; -24.9699]
1539; 7; 3;[-0.1938; 29.9215];[22.9032; -30.1168];[39.4343; -23.1165]
1540; 7; 4;[-0.2405; 34.3365];[24.6213; -29.1700];[39.9797; -26.7368]
1541; 7; 5;[-0.2231; 32.6972];[26.2421; -28.5024];[31.5445; -25.5687]
1542; 7; 6;[-0.3943; 45.2002];[7.1897; -23.2596];[17.1311; -32.7567]
1543; 7; 7;[-1.0332; 43.1069];[27.9031; -33.7224];[27.3692; -32.4663]
1544; 7; 8;[-1.9682; 39.6836];[27.4074; -28.6722];[34.7699; -38.9500]
1545; 7; 9;[-2.3825; 37.3974];[26.1905; -28.5787];[41.7036; -39.8619]
1546; 7; 10;[-2.7589; 32.8070];[25.0499; -26.1173];[35.9406; -33.1422]
1547; 7; 11;[-4.1072; 38.4255];[19.8031; -15.0779];[33.2728; -40.2188]
1548; 7; 12;[-3.5777; 51.8555];[22.0760; -0.3553];[31.0332; -28.9699]
1549; 7; 13;[-3.3908; 53.4012];[18.3545; -28.5000];[29.7736; -32.5322]
1550; 7; 14;[-2.6794; 57.2593];[20.6196; -20.6515];[29.3542; -32.9006]
1551; 7; 15;[-2.2961; 51.4772];[18.9103; -16.6457];[36.3001; -31.3682]
1552; 7; 16;[-1.3810; 111.0227];[14.5443; -6.8765];[35.7308; -29.6239]
1553; 7; 17;[-0.3622; 55.4755];[13.9636; -13.2932];[31.2484; -33.3567]
1554; 7; 18;[-0.2674; 106.6547];[13.7132; -20.9460];[29.8681; -33.5718]
1555; 7; 19;[-0.2699; 77.6938];[12.2559; -17.9908];[26.4137; -29.0314]
1556; 7; 20;[-0.2377; 42.3459];[16.8224; -19.7381];[21.5960; -38.4258]
1557; 7; 21;[-0.3155; 42.5207];[13.2289; -18.9728];[24.0188; -38.2932]
1558; 7; 22;[-0.2623; 42.1189];[18.0806; -18.7756];[27.4578; -43.6490]
1559; 7; 23;[-0.2351; 36.6767];[23.7837; -21.4538];[26.6315; -36.7247]
1560; 1; 0;[-0.2625; 41.6921];[15.5655; -31.5604];[21.3676; -31.5073]
1561; 1; 1;[-0.2729; 38.8587];[25.8103; -37.1529];[30.1306; -28.8383]
1562; 1; 2;[-0.2285; 44.4865];[43.8711; -37.1521];[26.9830; -24.3784]
1563; 1; 3;[-0.2485; 39.1079];[40.7107; -31.0338];[23.0970; -28.6666]
1564; 1; 4;[-0.2270; 43.7940];[43.0117; -37.0217];[23.3393; -28.1934]
1565; 1; 5;[-0.2116; 49.9516];[20.4644; -31.6400];[11.3350; -31.9123]
1566; 1; 6;[-0.3489; 37.7064];[52.9104; -37.4611];[27.2945; -29.6320]
1567; 1; 7;[-0.8867; 38.7286];[24.6660; -35.4807];[17.7531; -30.1045]
1568; 1; 8;[-2.2569; 38.1125];[26.6143; -33.7272];[10.4289; -31.6457]
1569; 1; 9;[-2.2676; 60.1443];[15.0246; -26.7934];[6.2444; -33.1660]
1570; 1; 10;[-3.3445; 37.7411];[21.5420; -31.6058];[17.5193; -32.8330]
1571; 1; 11;[-3.8383; 52.6105];[20.9185; -25.1727];[26.3350; -24.5571]
1572; 1; 12;[-3.7910; 52.6138];[19.5122; -19.5843];[27.4497; -27.6676]
1573; 1; 13;[-3.5291; 60.4075];[20.3988; -26.6749];[32.2309; -31.8709]
1574; 1; 14;[-1.9009; 92.6172];[27.2304; -27.3027];[29.9833; -27.2358]
1575; 1; 15;[-1.5325; 108.2168];[29.2458; -27.1250];[32.2935; -23.4993]
1576; 1; 16;[-1.0038; 60.8957];[24.7042; -2.6872];[31.8038; -12.8781]
1577; 1; 17;[-0.3594; 63.0779];[20.1652; -18.2691];[30.8527; -21.2504]
1578; 1; 18;[-0.2554; 107.5585];[21.2943; -2.0290];[29.9873; -4.7902]
1579; 1; 19;[-0.2678; 125.2627];[14.8732; -3.6212];[29.6632; -4.9773]
1580; 1; 20;[-0.1792; 50.0387];[14.0404; -0.6693];[30.3416; -1.0361]
1581; 1; 21;[-0.1077; 49.4687];[13.5413; -11.1028];[29.8470; -32.0242]
1582; 1; 22;[-0.1522; 47.5564];[13.9588; -8.0837];[26.6572; -43.0092]
1583; 1; 23;[-0.1552; 42.5902];[17.5400; -17.8196];[30.6929; -43.9067]
1584; 2; 0;[-0.1630; 48.0027];[17.0845; -26.3724];[32.8875; -20.4314]
1585; 2; 1;[-0.1522; 50.1034];[19.6052; -30.0557];[29.7811; -27.5350]
1586; 2; 2;[-0.1399; 33.2072];[22.5347; -32.6893];[32.8746; -25.5042]
1587; 2; 3;[-0.0946; 43.7740];[19.8216; -29.1724];[31.8424; -32.3150]
1588; 2; 4;[-0.1109; 33.2417];[33.6652; -32.9004];[34.3460; -27.8848]
1589; 2; 5;[-0.1431; 43.4634];[17.3645; -28.7122];[36.4373; -35.0063]
1590; 2; 6;[-0.3422; 52.4536];[9.0424; -31.2477];[11.5553; -30.9934]
1591; 2; 7;[-1.3595; 53.0831];[6.7756; -29.9849];[12.6913; -30.8551]
1592; 2; 8;[-2.3236; 52.6937];[9.1827; -31.2941];[10.0070; -31.3572]
1593; 2; 9;[-3.0556; 52.8468];[4.4251; -31.6667];[13.8206; -31.3602]
1594; 2; 10;[-3.6556; 60.4096];[6.7530; -31.6667];[9.4551; -32.4304]
1595; 2; 11;[-3.7185; 52.7856];[2.2986; -31.6667];[7.9034; -32.7388]
1596; 2; 12;[-3.7799; 38.1567];[21.6893; -37.9044];[35.3481; -36.4076]
1597; 2; 13;[-2.8976; 38.3456];[11.1142; -36.1266];[34.4767; -41.2067]
1598; 2; 14;[-1.7339; 39.9923];[0.0000; 0.0000];[31.1945; -37.3057]
1599; 2; 15;[-1.7254; 53.0570];[0.0000; 0.0000];[9.3102; -33.8277]
1600; 2; 16;[-0.9921; 52.3952];[0.0000; 0.0000];[8.7003; -34.3815]
1601; 2; 17;[-0.3622; 42.4346];[9.7581; -36.0862];[38.0313; -41.2593]
1602; 2; 18;[-0.3046; 46.2106];[0.0000; 0.0000];[31.6772; -42.1557]
1603; 2; 19;[-0.2916; 42.2758];[9.2157; -36.5846];[34.5291; -42.7305]
1604; 2; 20;[-0.2625; 34.0259];[11.5199; -35.9985];[31.6550; -45.4517]
1605; 2; 21;[-0.2769; 39.0817];[7.8769; -19.2339];[31.7576; -46.4809]
1606; 2; 22;[-0.2562; 39.3249];[10.0018; -36.9840];[28.9380; -37.8658]
1607; 2; 23;[-0.3000; 31.9005];[16.1653; -31.8780];[29.4171; -37.6902]
1608; 3; 0;[-0.2864; 34.0943];[10.6279; -32.3990];[39.3694; -35.3616]
1609; 3; 1;[-0.2762; 27.9871];[11.5429; -25.9996];[39.1443; -28.7605]
1610; 3; 2;[-0.2851; 29.7075];[14.2606; -28.2230];[36.0519; -31.7433]
1611; 3; 3;[-0.2915; 32.3473];[18.7072; -31.9897];[39.8150; -36.6241]
1612; 3; 4;[-0.2724; 32.6873];[11.4063; -32.2427];[32.8533; -35.7429]
1613; 3; 5;[-0.2827; 33.0819];[11.5072; -33.7135];[39.9840; -37.0638]
1614; 3; 6;[-0.4268; 32.2568];[12.4160; -30.8076];[37.9132; -36.4677]
1615; 3; 7;[-1.3455; 45.0001];[3.8880; -31.6667];[2.9640; -32.7274]
1616; 3; 8;[-2.2058; 61.6391];[4.2797; -29.5608];[5.8397; -33.6434]
1617; 3; 9;[-2.9051; 45.0389];[1.6062; -29.1016];[44.7958; -39.1055]
1618; 3; 10;[-3.3478; 37.7046];[2.5915; -31.6667];[32.9073; -37.1150]
1619; 3; 11;[-3.6944; 52.1305];[1.7588; -31.6667];[7.7882; -33.6372]
1620; 3; 12;[-3.5168; 52.1149];[0.2948; -31.6667];[19.5092; -33.0378]
1621; 3; 13;[-3.2714; 60.3786];[4.2623; -31.5980];[23.2762; -33.3784]
1622; 3; 14;[-2.7000; 36.9277];[4.3766; -28.8887];[36.5807; -35.1696]
1623; 3; 15;[-2.4138; 51.5444];[0.0000; 0.0000];[31.8636; -33.2619]
1624; 3; 16;[-1.4036; 50.8311];[0.0000; 0.0000];[30.4004; -29.8569]
1625; 3; 17;[-0.5510; 41.7545];[4.9556; -14.5031];[40.9441; -45.9448]
1626; 3; 18;[-0.3895; 58.1635];[0.3533; -31.6667];[35.4525; -34.1231]
1627; 3; 19;[-0.3414; 47.0883];[2.1795; -24.2708];[35.0115; -36.9443]
1628; 3; 20;[-0.2977; 42.9186];[2.1775; -13.7537];[37.4773; -37.9036]
1629; 3; 21;[-0.3133; 32.1148];[5.3438; -31.2783];[35.3111; -37.0926]
1630; 3; 22;[-0.3099; 37.5250];[6.1577; -31.4585];[38.7420; -36.9740]
1631; 3; 23;[-0.2991; 38.2892];[6.9658; -35.7232];[33.5269; -44.4779]
1632; 4; 0;[-0.2252; 32.9439];[6.9826; -31.6538];[39.0758; -32.7768]
1633; 4; 1;[-0.2241; 32.0722];[8.6709; -31.7497];[41.4212; -32.0371]
1634; 4; 2;[-0.1462; 29.8498];[5.3293; -25.9441];[41.5933; -27.3773]
1635; 4; 3;[-0.2152; 33.5421];[7.2421; -31.5148];[40.8448; -33.5034]
1636; 4; 4;[-0.1751; 31.0288];[6.2067; -31.3090];[36.3058; -34.1082]
1637; 4; 5;[-0.1937; 47.9266];[3.2642; -31.1914];[39.8251; -39.2907]
1638; 4; 6;[-0.3651; 32.8000];[6.5031; -32.4995];[49.6289; -36.8233]
1639; 4; 7;[-1.2413; 51.9765];[1.8070; -31.5036];[8.3852; -28.8948]
1640; 4; 8;[-2.2950; 51.9235];[1.6396; -30.4538];[7.5368; -29.9097]
1641; 4; 9;[-3.0209; 37.5995];[3.5676; -37.4342];[51.6533; -37.4352]
1642; 4; 10;[-3.4898; 60.2036];[1.9363; -29.6578];[10.9464; -32.2694]
1643; 4; 11;[-3.7161; 75.1713];[1.7593; -30.2941];[40.5274; -19.0436]
1644; 4; 12;[-2.6461; 51.8480];[1.6771; -30.9359];[42.1735; -20.3136]
1645; 4; 13;[-2.2313; 61.2169];[1.6218; -31.5298];[35.3406; -29.7428]
1646; 4; 14;[-2.1221; 133.9213];[1.3530; -8.5800];[38.2394; -19.0581]
1647; 4; 15;[-2.3472; 133.2654];[1.2697; -7.2597];[42.5479; -31.2714]
1648; 4; 16;[-1.0089; 89.9684];[1.1160; -10.0406];[43.3750; -29.4854]
1649; 4; 17;[-0.4076; 151.7503];[0.5851; -23.9712];[41.9176; -32.8692]
1650; 4; 18;[-0.2517; 174.4312];[0.5263; -7.5718];[39.7757; -33.3510]
1651; 4; 19;[-0.2406; 183.0701];[0.6728; -9.7525];[43.6957; -29.5848]
1652; 4; 20;[-0.2091; 178.7993];[0.6049; -7.6968];[42.9151; -28.0813]
1653; 4; 21;[-0.1994; 102.4082];[0.5035; -0.9696];[37.6454; -22.8571]
1654; 4; 22;[-0.2454; 59.7753];[0.9200; -12.1345];[33.5778; -34.0735]
1655; 4; 23;[-0.1850; 57.7646];[1.1419; -20.9224];[37.1452; -30.9718]
1656; 5; 0;[-0.2336; 54.1898];[1.2704; -29.9301];[40.0062; -18.9578]
1657; 5; 1;[-0.2038; 44.2272];[1.3098; -29.2853];[38.6466; -19.4767]
1658; 5; 2;[-0.2638; 42.5794];[2.0976; -37.1954];[46.0598; -9.1932]
1659; 5; 3;[-0.1974; 35.9949];[2.3051; -31.6294];[51.0971; -25.3250]
1660; 5; 4;[-0.1527; 49.3799];[1.4202; -30.0929];[42.6139; -17.5331]
1661; 5; 5;[-0.1666; 40.0869];[1.7630; -37.4093];[40.9453; -15.1879]
1662; 5; 6;[-0.3898; 57.1819];[1.5004; -30.4328];[44.2601; -22.8822]
1663; 5; 7;[-1.2475; 52.1623];[1.7146; -30.7396];[47.2721; -29.7401]
1664; 5; 8;[-2.2600; 52.2336];[1.4454; -31.4581];[48.9087; -32.0577]
1665; 5; 9;[-2.7223; 75.0430];[0.6435; -29.4790];[50.2471; -32.8181]
1666; 5; 10;[-3.4023; 52.4712];[0.5545; -30.0383];[43.1228; -33.0867]
1667; 5; 11;[-2.7491; 51.8770];[0.5448; -30.8584];[43.8170; -28.4535]
1668; 5; 12;[-3.6228; 102.6901];[0.4976; -31.1944];[43.3142; -29.4911]
1669; 5; 13;[-2.9015; 124.6438];[0.3980; -5.3613];[41.6096; -30.5143]
1670; 5; 14;[-1.3647; 163.5376];[7.4797; -9.1039];[41.1139; -25.9887]
1671; 5; 15;[-1.7160; 142.5950];[7.8140; -7.3713];[42.6608; -25.1066]
1672; 5; 16;[-0.8645; 167.5757];[7.0294; -3.1349];[44.1723; -21.3074]
1673; 5; 17;[-0.3664; 162.4810];[6.2913; -16.1967];[45.9907; -30.6468]
1674; 5; 18;[-0.1989; 182.1829];[4.9839; -7.6856];[43.1400; -31.8457]
1675; 5; 19;[-0.2384; 142.8208];[3.7441; -29.6103];[43.7367; -33.5897]
1676; 5; 20;[-0.3018; 102.9918];[5.2973; -3.8550];[44.7825; -32.6205]
1677; 5; 21;[-0.2754; 161.5377];[5.0166; -22.1096];[38.3219; -33.5460]
1678; 5; 22;[-0.2106; 53.4196];[4.6173; -18.5332];[30.3759; -35.2116]
1679; 5; 23;[-0.2672; 41.3947];[5.0112; -5.3929];[29.2414; -32.0038]
1680; 6; 0;[-0.2508; 54.3570];[4.9374; -8.8362];[42.2002; -24.0243]
1681; 6; 1;[-0.2600; 41.7954];[4.3380; -9.8380];[46.9852; -24.8379]
1682; 6; 2;[-0.1588; 44.6004];[7.6573; -23.0540];[39.8861; -31.5507]
1683; 6; 3;[-0.2116; 39.2486];[10.3357; -29.1871];[37.2808; -33.8624]
1684; 6; 4;[-0.1953; 36.8540];[10.4586; -21.4568];[41.5304; -33.5783]
1685; 6; 5;[-0.1910; 59.3563];[10.1281; -20.1758];[48.2126; -27.1940]
1686; 6; 6;[-0.3896; 53.9494];[9.9117; -21.7902];[47.2539; -31.3487]
1687; 6; 7;[-1.2518; 45.2778];[8.9740; -13.8391];[51.2574; -35.2141]
1688; 6; 8;[-2.2218; 38.4150];[8.6230; -24.7302];[47.1235; -37.8488]
1689; 6; 9;[-2.7858; 52.5957];[7.3590; -31.0999];[48.9581; -33.7284]
1690; 6; 10;[-3.1398; 52.4911];[6.3588; -22.3206];[42.7957; -35.2683]
1691; 6; 11;[-3.1613; 52.7213];[20.2383; -15.3695];[43.6906; -31.6616]
1692; 6; 12;[-3.6777; 89.7981];[21.9319; -5.8041];[41.8946; -29.4587]
1693; 6; 13;[-2.5996; 94.2048];[21.1286; -3.3674];[40.6640; -25.4515]
1694; 6; 14;[-2.3535; 122.0999];[16.6487; -0.4952];[40.8515; -25.4130]
1695; 6; 15;[-1.7607; 129.3550];[13.6074; -28.4294];[44.8026; -30.8209]
1696; 6; 16;[-0.8077; 190.8852];[15.5328; -7.2086];[42.8789; -26.0599]
1697; 6; 17;[-0.4119; 132.5719];[9.1498; -29.9490];[52.3044; -33.6121]
1698; 6; 18;[-0.1428; 134.7884];[13.7323; -27.9406];[40.6741; -29.8199]
1699; 6; 19;[-0.1997; 236.1589];[14.5195; -12.4889];[34.2868; -22.6602]
1700; 6; 20;[-0.1613; 204.6707];[12.8257; -25.5178];[32.1603; -26.3689]
1701; 6; 21;[-0.1488; 205.2194];[12.5385; -21.4534];[32.5061; -25.2242]
1702; 6; 22;[-0.2373; 94.2996];[13.5119; -1.0713];[35.2804; -3.0622]
1703; 6; 23;[-0.2171; 63.5177];[15.3478; -2.1514];[32.5006; 4.7426]
1704; 7; 0;[-0.2340; 54.3777];[15.3040; -9.6477];[37.3023; -11.9486]
1705; 7; 1;[-0.2175; 62.9067];[14.3131; -13.7840];[41.9359; -15.3717]
1706; 7; 2;[-0.2052; 38.7359];[16.5514; -35.7804];[26.6515; -6.9725]
1707; 7; 3;[-0.2002; 48.4088];[14.8543; -25.2100];[29.7371; -26.1108]
1708; 7; 4;[-0.2389; 32.4839];[15.7986; -31.3178];[37.9277; -34.8672]
1709; 7; 5;[-0.2200; 35.2162];[17.6950; -35.1452];[33.0694; -33.5694]
1710; 7; 6;[-0.4328; 52.7339];[17.4771; -29.1955];[30.0274; -32.0380]
1711; 7; 7;[-1.1712; 51.9960];[17.8862; -19.2890];[32.1070; -30.8396]
1712; 7; 8;[-2.1528; 52.1932];[21.0651; -18.5894];[33.6229; -33.4429]
1713; 7; 9;[-2.6331; 37.9129];[20.7461; -23.1950];[31.5717; -35.1558]
1714; 7; 10;[-3.1204; 64.5111];[19.2929; -15.7349];[26.2411; -32.5350]
1715; 7; 11;[-4.1796; 52.2555];[21.3477; -22.4266];[27.3849; -30.1766]
